0,1,label
58882,63168,2
58959,63322,2
59034,60585,2
59145,61717,2
59164,59757,2
59168,61401,2
59250,61922,2
59318,62083,2
59458,61429,2
59464,60412,2
59518,62946,2
59529,61856,2
59534,60771,2
59546,60124,2
59577,63185,2
59665,63065,2
59675,63765,2
59713,61255,2
59719,59465,2
59759,63334,2
59771,62352,2
59778,64199,2
59781,65082,2
59801,63234,2
59803,60599,2
59810,63747,2
59874,61798,2
59900,61499,2
59938,60696,2
59953,60877,2
59962,59806,2
59977,61661,2
59983,62446,2
59987,60921,2
60019,62823,2
60019,61505,2
60039,64251,2
60090,61386,2
60097,65061,2
60113,60921,2
60131,61129,2
60153,60715,2
60165,62498,2
60187,59510,2
60189,63029,2
60191,61947,2
60202,58677,2
60235,61652,2
60249,61754,2
60256,58747,2
60296,60989,2
195041,16471,16
195044,12888,16
195050,12546,16
195054,13222,16
195073,11937,16
195074,13318,16
195092,13815,16
195093,13560,16
195094,13685,16
195095,15706,16
195097,14226,16
195099,15126,16
195099,14843,16
195103,14558,16
195106,13981,16
195118,14985,16
195121,12931,16
195135,15958,16
195136,13498,16
195141,15454,16
195142,13419,16
195143,15891,16
195144,15222,16
195149,14614,16
195155,13694,16
195159,14789,16
195163,11973,16
195163,14081,16
195164,13264,16
195168,15224,16
195169,14069,16
195170,17871,16
195174,15089,16
195181,15469,16
195193,16251,16
195195,14137,16
195198,15562,16
195205,13570,16
195206,14299,16
195210,16408,16
195214,12790,16
195216,16218,16
195224,14168,16
195225,15467,16
195226,15396,16
195227,12458,16
195232,12863,16
195237,12945,16
195239,15059,16
195241,12488,16
195244,11395,16
195247,13299,16
195247,15841,16
195252,16477,16
195253,11832,16
195258,11855,16
195258,13129,16
195261,13382,16
195262,11982,16
195275,12834,16
195275,13754,16
195282,13304,16
195284,13999,16
195285,15891,16
195286,12566,16
195289,14606,16
195290,14207,16
195291,15123,16
195296,15522,16
195299,16816,16
195300,12486,16
195314,14049,16
195323,15937,16
195326,13747,16
195332,15239,16
195332,14779,16
195336,12137,16
195336,13527,16
195337,14022,16
195349,13432,16
195354,15288,16
195356,15152,16
195361,16692,16
195369,13997,16
195370,14496,16
195378,14998,16
195378,14329,16
195384,15246,16
195390,15651,16
195394,13722,16
195403,14638,16
195405,15698,16
195411,14838,16
195415,15213,16
195427,13344,16
195428,13019,16
195438,14942,16
195457,12830,16
195461,14805,16
195476,15919,16
195476,15770,16
195482,16503,16
195482,11640,16
195488,14082,16
195489,13541,16
195493,15789,16
195495,15993,16
195496,15979,16
195496,14769,16
195497,15394,16
195506,15747,16
195522,11157,16
195523,14774,16
195524,13684,16
195528,13017,16
195529,13131,16
195529,10789,16
195530,13633,16
195534,15050,16
195539,14705,16
195540,15466,16
195541,13465,16
195545,14909,16
195546,16320,16
195549,11649,16
195552,14111,16
195553,17029,16
195553,11651,16
195562,14674,16
195569,14521,16
195571,16760,16
195573,13763,16
195573,14195,16
195578,14410,16
195583,12840,16
195589,13659,16
195592,14675,16
195593,14676,16
195595,14566,16
195596,15320,16
195599,14314,16
195600,11659,16
195601,14330,16
195602,12512,16
195605,14575,16
195630,14723,16
195633,17962,16
195634,13474,16
195644,14471,16
195648,12956,16
195648,13231,16
195649,15044,16
195651,13410,16
195656,14161,16
195656,16091,16
195660,12837,16
195661,12554,16
195662,15379,16
195669,14921,16
195669,14545,16
195675,17108,16
195676,13494,16
195678,14279,16
195679,12187,16
195682,14119,16
195686,16072,16
195687,12893,16
195691,15565,16
195691,14494,16
195692,14909,16
195699,17470,16
195711,13241,16
195713,13445,16
195716,10822,16
195717,13195,16
195718,15317,16
195721,17178,16
195727,14586,16
195731,14347,16
195733,16540,16
195734,14806,16
195738,15106,16
195742,14566,16
195742,15241,16
195745,12109,16
195752,12612,16
195754,15949,16
195754,15586,16
195755,16090,16
195758,10477,16
195759,11977,16
195761,11024,16
195762,12880,16
195763,12202,16
195765,14696,16
195767,14844,16
195780,14682,16
195780,14060,16
195781,14455,16
195783,13514,16
195787,14326,16
195790,16017,16
195791,13884,16
195805,16136,16
195807,16688,16
195811,15420,16
195813,15620,16
195813,14675,16
195814,15401,16
195817,14128,16
195829,13244,16
195839,16526,16
195840,13238,16
195840,16195,16
195844,17822,16
195849,12001,16
195851,15481,16
195853,13733,16
195855,15364,16
195862,14292,16
195865,14363,16
195867,15955,16
195868,13774,16
195869,15310,16
195870,16122,16
195871,13971,16
195873,16234,16
195885,16039,16
195892,14244,16
195905,14959,16
195909,15536,16
195909,16140,16
195917,14249,16
195925,15773,16
195931,14291,16
195933,14557,16
195945,15775,16
195950,15145,16
195950,13379,16
195958,16748,16
195958,12484,16
195968,12776,16
195973,13786,16
195976,13613,16
195980,15345,16
195990,13588,16
195991,16713,16
195992,14219,16
195998,13797,16
196002,13185,16
196004,14859,16
196010,13554,16
196011,15138,16
196019,15540,16
196022,11872,16
196022,15478,16
196031,12832,16
196038,12919,16
196038,16759,16
196039,15034,16
196050,13739,16
196056,14931,16
196057,14300,16
196064,16476,16
196066,14900,16
196066,14197,16
196070,14747,16
196072,14793,16
196072,14535,16
196078,16936,16
196082,13051,16
196082,16074,16
196085,14729,16
196085,16216,16
196086,16476,16
196086,14022,16
196093,13994,16
196097,12831,16
196116,14491,16
196120,14576,16
196122,16355,16
196123,12754,16
196127,14945,16
196129,12085,16
196130,14789,16
196140,17171,16
196145,14319,16
196150,13938,16
196153,12275,16
196154,17015,16
196165,15665,16
196167,12820,16
196169,16763,16
196176,11807,16
196193,16219,16
196194,15342,16
196194,13665,16
196196,14564,16
196196,16131,16
196199,15045,16
196200,17418,16
196200,15554,16
196203,15296,16
196204,15278,16
196211,17049,16
196214,15107,16
196214,14035,16
196223,15529,16
196225,17304,16
196227,14895,16
196229,15122,16
196233,13992,16
196235,15361,16
196237,14156,16
196237,15301,16
196255,15877,16
196262,13132,16
196265,11647,16
196268,13486,16
196275,13995,16
196284,12610,16
196296,13499,16
196309,13186,16
196310,15745,16
196315,13145,16
196324,14444,16
196328,13216,16
196329,14352,16
196332,15890,16
196335,14050,16
196344,13752,16
196348,15706,16
196348,14661,16
196350,16090,16
196351,16929,16
196356,14198,16
196357,17231,16
196373,12921,16
196374,13133,16
196376,13731,16
196377,13806,16
196377,16029,16
196388,14264,16
196392,14505,16
196393,15283,16
196402,12539,16
196403,16076,16
196404,15373,16
196408,13765,16
196410,14012,16
196416,13890,16
196423,13610,16
196424,11515,16
196428,15002,16
196433,13242,16
196439,14046,16
196442,14310,16
196442,14430,16
196448,12816,16
196449,13705,16
196456,13517,16
196461,12573,16
196464,13010,16
196466,12792,16
196470,13914,16
196471,15606,16
196472,14230,16
196483,14876,16
196484,16649,16
196488,17355,16
196488,13242,16
196489,14285,16
196489,14640,16
196489,14288,16
196495,15058,16
196500,12903,16
196502,17652,16
196506,13313,16
196507,12402,16
196508,14244,16
196510,14483,16
196512,17005,16
196514,12777,16
196519,14379,16
196520,14080,16
196522,12786,16
196531,15941,16
196533,14175,16
196536,12688,16
196536,15479,16
196536,15881,16
196542,14834,16
196544,15175,16
196555,13145,16
196555,12925,16
196556,14109,16
196559,14923,16
196562,13439,16
196562,15045,16
196563,14938,16
196564,16233,16
196565,14410,16
196565,14514,16
196573,14142,16
196584,13615,16
196589,17443,16
196602,15525,16
196604,14685,16
196604,14171,16
196608,14452,16
196611,14905,16
196612,13983,16
196619,17485,16
196627,12856,16
196630,12964,16
196632,12630,16
196635,13145,16
196636,13107,16
196639,13300,16
196648,17136,16
196648,11663,16
196651,14418,16
196655,16645,16
196655,15652,16
196659,18907,16
196680,14976,16
196681,14880,16
196684,15782,16
196700,14260,16
196701,15631,16
196703,13276,16
196705,13123,16
196711,14770,16
196713,17144,16
196721,17428,16
196730,14762,16
196737,15149,16
196742,15169,16
196750,16010,16
196757,16350,16
196763,16039,16
196766,12868,16
196769,15312,16
196770,15879,16
196787,13674,16
196794,18374,16
196797,16192,16
196800,14111,16
196801,14950,16
196802,13888,16
196805,16068,16
196807,13012,16
196811,12033,16
196817,14076,16
196827,15531,16
196834,15257,16
196836,12537,16
196841,15578,16
196862,16596,16
196873,14611,16
196879,14385,16
196892,13342,16
196893,15145,16
196897,11522,16
196897,16351,16
196900,14649,16
196900,15535,16
196907,16782,16
196909,15054,16
196910,12930,16
196919,14717,16
196920,16111,16
196962,14478,16
196971,15242,16
196974,14170,16
196978,17539,16
196982,14954,16
196993,14554,16
196993,14946,16
196997,13977,16
197000,17231,16
197004,15772,16
197004,14721,16
197008,14774,16
197010,15196,16
197017,13954,16
197020,14179,16
197030,14954,16
197033,12974,16
197034,14251,16
197034,13363,16
197036,18036,16
197038,15432,16
197050,12188,16
197053,15953,16
197057,15205,16
197068,15865,16
197073,16624,16
197073,17138,16
197074,12883,16
197074,13896,16
197078,14885,16
197084,11743,16
197097,17278,16
197100,14841,16
197101,14342,16
197122,16726,16
197135,16267,16
197138,17705,16
197149,16295,16
197150,14370,16
197151,15017,16
197160,16318,16
197161,15014,16
197161,14079,16
197164,13413,16
197164,16442,16
197166,15570,16
197169,14286,16
197170,13007,16
197172,13796,16
197175,13513,16
197194,15606,16
197199,14501,16
197203,15996,16
197218,13047,16
197221,15914,16
197226,13651,16
197227,12707,16
197229,13328,16
197235,16378,16
197238,16542,16
197267,15499,16
197281,14922,16
197286,12733,16
197304,13737,16
197306,14010,16
197324,13506,16
197338,11992,16
197374,14369,16
197375,11787,16
197382,15715,16
197388,16313,16
197402,15131,16
197410,15155,16
197411,15798,16
197414,13161,16
197416,15049,16
197420,12209,16
197423,11931,16
197426,16078,16
197426,13109,16
197438,16077,16
197447,14481,16
197449,15896,16
197452,16922,16
197455,14484,16
197462,15400,16
197467,16926,16
197473,12557,16
197482,12466,16
197482,13533,16
197508,14519,16
197517,14336,16
197533,14308,16
197539,16076,16
197540,13536,16
197546,14283,16
197569,12852,16
197577,13358,16
197587,14458,16
197587,13167,16
197599,12943,16
197608,14697,16
197611,12605,16
197621,15493,16
197623,13664,16
197642,13096,16
197643,16069,16
197655,11947,16
197656,13845,16
197660,13060,16
197663,14344,16
197664,13430,16
197671,14681,16
197673,14739,16
197681,15911,16
197687,12995,16
197704,16760,16
197709,16267,16
197711,14236,16
197716,15444,16
197717,14730,16
197718,13640,16
197729,12541,16
197757,14334,16
197765,16193,16
197769,15358,16
197781,14906,16
197796,13122,16
197802,13328,16
197828,13401,16
197829,15850,16
197835,14862,16
197848,16198,16
197850,14692,16
197871,16001,16
197895,13759,16
197901,15293,16
197918,13916,16
197942,15636,16
197969,12482,16
197977,17369,16
197981,14607,16
197992,15825,16
197992,15706,16
198003,13572,16
198009,13007,16
198032,11144,16
198040,12842,16
198043,14640,16
198047,16156,16
198054,15621,16
198064,16203,16
198078,12254,16
198112,13375,16
198115,13478,16
198140,13604,16
198152,14313,16
198159,13453,16
198166,15156,16
198172,16002,16
198174,13942,16
198175,18499,16
198177,13912,16
198182,17777,16
198189,11963,16
198193,12973,16
198210,14413,16
198214,15500,16
198226,14880,16
198254,14858,16
198277,13350,16
198298,18272,16
198304,14773,16
198307,14154,16
198338,14314,16
198341,16061,16
198343,15298,16
198367,15202,16
198376,17876,16
198377,14510,16
198378,13759,16
198386,15682,16
198397,14164,16
198410,14656,16
198436,16322,16
198438,14330,16
198453,12741,16
198459,12079,16
198465,12413,16
198472,13505,16
198491,14067,16
198497,11812,16
198517,14705,16
198519,15716,16
198536,12901,16
198594,18739,16
198646,14956,16
198646,11604,16
198657,14524,16
198701,17519,16
198733,15461,16
198784,16043,16
198805,13476,16
198815,12706,16
198838,14951,16
198871,13555,16
198883,15602,16
198896,15981,16
198911,16038,16
198965,17858,16
198983,17832,16
198988,13753,16
198993,14762,16
199042,15750,16
199222,12779,16
199224,11901,16
199343,14652,16
199367,19418,16
199371,13290,16
199381,13218,16
199504,15894,16
199533,16549,16
199553,15581,16
199611,12264,16
199628,13504,16
199725,14612,16
199841,13790,16
200002,16354,16
200080,17718,16
200809,11724,17
200971,9178,17
200989,14190,16
200993,12367,17
201022,12397,17
201197,8684,17
201317,7670,17
201360,11759,17
201383,9818,17
201433,9773,17
201640,8345,17
201653,12484,17
201711,11168,17
201744,9426,17
201788,8782,17
201880,10299,17
202002,12225,17
202008,10464,17
202029,9379,17
202039,7291,17
202121,9195,17
202130,9335,17
202221,7790,17
202226,11505,17
202302,9351,17
202316,9795,17
202331,11514,17
202367,10313,17
202381,10096,17
202401,11561,17
202472,9398,17
202480,11594,17
202483,6938,17
202516,6619,17
202524,11626,17
202538,6438,17
202556,11538,17
202584,10685,17
202594,12136,17
202605,10959,17
202625,8169,17
202709,11728,17
202742,8232,17
202775,10884,17
202791,9660,17
202862,8332,17
202864,10159,17
202880,8438,17
202903,10718,17
202906,6321,17
202939,10641,17
202944,7607,17
202991,8607,17
202995,6665,17
203007,9071,17
203016,10687,17
203019,9093,17
203024,11418,17
203043,7921,17
203043,7697,17
203050,8606,17
203056,10908,17
203063,9489,17
203064,11372,17
203070,9403,17
203071,9264,17
203073,11237,17
203074,9027,17
203083,9063,17
203135,10882,17
203156,10554,17
203162,8646,17
203165,8769,17
203177,11431,17
203182,6490,17
203191,7159,17
203201,8729,17
203224,7733,17
203239,10163,17
203246,9210,17
203265,11649,17
203274,10474,17
203289,8145,17
203310,8596,17
203310,11362,17
203314,9202,17
203320,10519,17
203338,10299,17
203356,8507,17
203364,8600,17
203387,6970,17
203394,8473,17
203395,8549,17
203438,9498,17
203438,9216,17
203443,8216,17
203444,10332,17
203446,8947,17
203452,9305,17
203454,9083,17
203464,10952,17
203494,10601,17
203496,8804,17
203496,11087,17
203496,10083,17
203497,9074,17
203501,10339,17
203519,9392,17
203519,6441,17
203522,11863,17
203540,7495,17
203547,7063,17
203549,11297,17
203550,9988,17
203570,8712,17
203576,10880,17
203581,10733,17
203590,9369,17
203591,9128,17
203601,9957,17
203603,10865,17
203604,7596,17
203607,10161,17
203608,10806,17
203624,8219,17
203627,9248,17
203630,7574,17
203642,12500,17
203644,12026,17
203650,10079,17
203659,10729,17
203669,11228,17
203672,9045,17
203681,9283,17
203686,8460,17
203687,9982,17
203687,8754,17
203721,10690,17
203727,6856,17
203736,7745,17
203736,6682,17
203743,10992,17
203756,11038,17
203774,10299,17
203784,9700,17
203788,9603,17
203790,8741,17
203791,9867,17
203798,9872,17
203800,8982,17
203812,10058,17
203813,6908,17
203815,11229,17
203818,9476,17
203825,9605,17
203833,10661,17
203843,11067,17
203851,9984,17
203851,9730,17
203860,9535,17
203860,9004,17
203861,8324,17
203864,12622,17
203885,10537,17
203887,12099,17
203902,7863,17
203908,10356,17
203911,8405,17
203916,8446,17
203920,11452,17
203921,9774,17
203929,7921,17
203936,10921,17
203942,11616,17
203951,9129,17
203958,8240,17
203964,7557,17
203971,10567,17
203973,8538,17
203981,10946,17
203988,8081,17
203988,7130,17
203988,9266,17
204003,11528,17
204006,12376,17
204009,11009,17
204010,10972,17
204019,9164,17
204033,9878,17
204038,9893,17
204051,8185,17
204054,7770,17
204067,8020,17
204068,9433,17
204073,8558,17
204099,9134,17
204102,8193,17
204106,11104,17
204127,7263,17
204139,7495,17
204155,8962,17
204163,10993,17
204167,8052,17
204171,9073,17
204172,8188,17
204180,7886,17
204196,13849,17
204202,11855,17
204203,10459,17
204203,7534,17
204206,9081,17
204213,7596,17
204214,10973,17
204217,6803,17
204224,12016,17
204228,7981,17
204231,8361,17
204238,9736,17
204241,8995,17
204246,10560,17
204254,10485,17
204262,10807,17
204281,9524,17
204281,8790,17
204288,6430,17
204291,9080,17
204293,8762,17
204302,8792,17
204303,9312,17
204303,5996,17
204304,11369,17
204313,8770,17
204318,10948,17
204320,9886,17
204324,8468,17
204328,10207,17
204332,7827,17
204338,11996,17
204351,9324,17
204354,7587,17
204357,7942,17
204367,10629,17
204373,11016,17
204376,9065,17
204377,11459,17
204382,9766,17
204383,6676,17
204385,6316,17
204388,11466,17
204391,9710,17
204396,8153,17
204397,11730,17
204402,11463,17
204407,12286,17
204421,9496,17
204425,10105,17
204426,12936,17
204428,7823,17
204430,10337,17
204432,10900,17
204436,8575,17
204437,7791,17
204437,10631,17
204448,6645,17
204456,10402,17
204457,9788,17
204461,10531,17
204462,9225,17
204462,9240,17
204465,11445,17
204467,11239,17
204496,8190,17
204503,9078,17
204503,8987,17
204505,10557,17
204507,9844,17
204507,12314,17
204514,8894,17
204526,8162,17
204530,7481,17
204531,8140,17
204538,7774,17
204539,8360,17
204539,9804,17
204539,12204,17
204543,10473,17
204543,10123,17
204548,10802,17
204554,9351,17
204556,10160,17
204556,5440,17
204557,8451,17
204557,8784,17
204560,8873,17
204575,12314,17
204575,9698,17
204576,10366,17
204578,12335,17
204583,12042,17
204591,11355,17
204595,9023,17
204596,9595,17
204599,9344,17
204604,8238,17
204606,10848,17
204607,6629,17
204608,10733,17
204609,8645,17
204609,11454,17
204618,11107,17
204625,8789,17
204642,9718,17
204646,7904,17
204648,8533,17
204650,9376,17
204651,10938,17
204656,11808,17
204659,10477,17
204667,10082,17
204669,8788,17
204671,8753,17
204673,6773,17
204680,10998,17
204683,7882,17
204686,9400,17
204713,6407,17
204721,9648,17
204727,10506,17
204728,7726,17
204729,10639,17
204735,7784,17
204735,9763,17
204735,9446,17
204745,12081,17
204748,8727,17
204755,8641,17
204756,11047,17
204756,8674,17
204761,10155,17
204763,8880,17
204765,10553,17
204771,10148,17
204772,11115,17
204772,8845,17
204780,11441,17
